datetime,Unnamed: 0.1,Unnamed: 0,Site Name,Management Domain,ManageObject_x,Ambient temperature(℃),PV Temperature(℃),Wind speed(m/s),Wind direction(°),Daily irradiation(MJ/㎡),Irradiance(W/㎡),Device connection status,ManageObject_y,Inverter status,Grid voltage/Grid AB line voltage(V),BC line voltage(V),CA line voltage(V),Phase A voltage(V),Phase B voltage(V),Phase C voltage(V),Grid current/Grid phase A current(A),Phase B current(A),Phase C current(A),Inverter efficiency(%),Device internal temperature(℃),Power factor,Grid frequency(Hz),Active power(kW),Output reactive power(kvar),Daily energy(kWh),Total input power(kW),PV1 input voltage(V),PV2 input voltage(V),PV3 input voltage(V),PV4 input voltage(V),PV5 input voltage(V),PV6 input voltage(V),PV7 input voltage(V),PV8 input voltage(V),PV9 input voltage(V),PV10 input voltage(V),PV11 input voltage(V),PV12 input voltage(V),PV13 input voltage(V),PV14 input voltage(V),PV15 Input Voltage(V),PV16 Input Voltage(V),PV17 Input Voltage(V),PV18 Input Voltage(V),PV19 Input Voltage(V),PV20 Input Voltage(V),PV1 input current(A),PV2 input current(A),PV3 input current(A),PV4 input current(A),PV5 input current(A),PV6 input current(A),PV7 input current(A),PV8 input current(A),PV9 input current(A),PV10 input current(A),PV11 input current(A),PV12 input current(A),PV13 input current(A),PV14 input current(A),PV15 Input Current(A),PV16 Input Current(A),PV17 Input Current(A),PV18 Input Current(A),PV19 Input Current(A),PV20 Input Current(A),Cumulative energy(kWh),Inverter startup time,Inverter shutdown time,MPPT 1 DC cumulative energy(kWh),MPPT 2 DC cumulative energy(kWh),MPPT 3 DC cumulative energy(kWh),MPPT 4 DC cumulative energy(kWh),MPPT 5 DC cumulative energy(kWh),MPPT 6 DC cumulative energy(kWh),MPPT 7 DC cumulative energy(kWh),MPPT 8 DC cumulative energy(kWh),MPPT 9 DC cumulative energy(kWh),MPPT 10 DC cumulative energy(kWh),Monthly energy(kWh),Annual energy(kWh),Voltage between PV– and the ground(V),Total DC input energy(kWh),Accumulated amount of absorbed electricity(kWh),time,year,month,day,hour,dayofweek,dayname,hourofweek,hourofmonth,date,Tcell,Pm,Hieu suat
2022-04-24 11:50:00,7863,3731,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.6,49.0,1.2,,12.703,924.4,Online,1020C0058922/INVT_08,Grid connected,403.9,399.7,400.3,234.8,230.3,229.9,140.229,141.125,140.658,98.22,67.5,0.999,50.05,97.769,3.826,323.32,99.581,645.3,645.3,656.9,656.9,638.4,638.4,644.8,644.8,650.2,650.2,641.2,641.2,642.1,642.1,651.1,651.1,650.3,650.3,657.5,657.5,15.31,0.0,0.0,15.2,15.29,0.0,0.0,15.03,15.07,0.0,0.0,15.12,15.5,0.0,15.28,0.0,0.0,15.12,15.27,0.0,20285.33,2022/04/24 05:09:24,2022/04/23 18:10:00,2057.99,2086.28,2077.53,2035.62,2074.09,2044.76,2089.86,2117.18,2081.92,2104.82,11673.21,20282.55,0.0,20770.05,0.0,2022-04-24 11:50:00,2022,4,24,11,6,Sunday,155,563,2022-04-24,38.3775,130845.48488908928,76.10579767762677
2022-04-25 11:25:00,8020,3888,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.9,49.3,2.3,,11.033,922.6,Online,1020C0058922/INVT_08,Grid connected,408.2,404.6,405.4,236.6,233.8,232.9,131.81,132.362,132.075,98.04,68.7,0.998,49.89,92.816,-0.91,318.52,94.624,691.1,691.1,690.7,690.7,690.3,690.3,690.7,690.7,689.7,689.7,690.0,690.0,690.3,690.3,690.7,690.7,690.0,690.0,690.3,690.3,13.12,0.0,0.0,13.66,13.35,0.0,0.0,13.15,13.64,0.0,0.0,13.31,13.45,0.0,13.87,0.0,0.0,13.57,13.84,0.0,20883.38,2022/04/25 05:10:30,2022/04/24 18:00:05,2118.9,2147.42,2138.77,2095.87,2134.85,2104.98,2151.37,2179.0,2143.21,2166.44,12271.24,20880.58,0.0,21380.81,0.0,2022-04-25 11:25:00,2022,4,25,11,0,Monday,11,587,2022-04-25,38.66625,130410.14587471835,72.55877168552732
2022-04-26 11:35:00,8183,4051,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,34.1,53.6,3.3,,11.353,901.5,Online,1020C0058922/INVT_08,Grid connected,400.6,396.1,396.7,232.2,228.4,228.0,135.346,136.256,135.876,98.21,68.9,1.0,50.12,93.284,1.103,330.81,94.983,630.8,630.8,637.5,637.5,634.6,634.6,635.7,635.7,646.3,646.3,632.2,632.2,625.4,625.4,643.6,643.6,637.0,637.0,643.3,643.3,14.79,0.0,0.0,14.8,15.01,0.0,0.0,14.6,14.81,0.0,0.0,14.68,15.06,0.0,14.92,0.0,0.0,14.9,15.0,0.0,21569.78,2022/04/26 05:06:33,2022/04/25 17:58:55,2188.47,2217.72,2208.83,2164.67,2204.79,2174.01,2221.83,2250.2,2213.54,2237.4,12957.56,21566.9,0.0,22081.46,0.0,2022-04-26 11:35:00,2022,4,26,11,1,Tuesday,35,611,2022-04-26,39.734375,126775.0222270504,74.92248735708222
2022-04-27 11:40:00,8346,4214,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,31.9,47.5,4.9,,11.711,896.1,Online,1020C0058922/INVT_08,Grid connected,403.2,399.4,400.0,234.3,229.9,229.7,136.677,137.491,137.14,98.2,68.4,1.0,50.02,94.878,-1.891,333.26,96.627,640.2,640.2,654.0,654.0,645.7,645.7,644.9,644.9,651.8,651.8,652.2,652.2,646.7,646.7,658.6,658.6,646.1,646.1,659.0,659.0,14.83,0.0,0.0,14.7,14.96,0.0,0.0,14.61,14.71,0.0,0.0,14.65,14.84,0.0,14.73,0.0,0.0,14.84,14.72,0.0,22197.71,2022/04/27 05:06:39,2022/04/26 18:03:25,2252.43,2282.04,2273.14,2227.89,2268.75,2237.27,2286.51,2315.4,2277.96,2302.25,13585.58,22194.92,0.0,22723.64,0.0,2022-04-27 11:40:00,2022,4,27,11,2,Wednesday,59,635,2022-04-27,37.500625,127372.28312149392,75.86187326785408
2022-04-28 11:40:00,8507,4375,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,31.7,47.2,3.0,,12.52,960.7,Online,1020C0058922/INVT_08,Grid connected,406.0,401.4,403.5,236.3,232.2,231.5,144.388,145.101,144.63,98.2,70.6,1.0,50.05,100.861,-0.159,360.48,102.783,650.7,650.7,657.8,657.8,650.9,650.9,645.6,645.6,656.5,656.5,651.9,651.9,653.2,653.2,663.7,663.7,646.9,646.9,665.5,665.5,15.7,0.0,0.0,15.77,15.59,0.0,0.0,15.5,15.51,0.0,0.0,15.47,15.72,0.0,15.67,0.0,0.0,15.82,15.59,0.0,22904.73,2022/04/28 05:04:55,2022/04/27 18:02:49,2324.41,2354.37,2345.49,2299.24,2340.55,2308.64,2359.34,2388.62,2350.54,2375.19,14292.51,22901.85,0.0,23446.39,0.0,2022-04-28 11:40:00,2022,4,28,11,3,Thursday,83,659,2022-04-28,37.704375,136421.90614727358,75.34200547604219
2022-04-29 10:40:00,8655,4523,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.2,45.9,3.0,,8.258,983.1,Online,1020C0058922/INVT_08,Grid connected,397.5,393.5,395.9,230.3,227.4,227.3,125.085,125.636,125.426,97.83,58.9,0.999,50.08,85.637,-2.472,235.62,87.546,747.9,747.9,747.7,747.7,747.2,747.2,747.7,747.7,746.6,746.6,746.9,746.9,747.4,747.4,747.7,747.7,746.9,746.9,747.2,747.2,11.04,0.0,0.0,11.72,11.34,0.0,0.0,11.09,11.72,0.0,0.0,11.34,11.5,0.0,12.06,0.0,0.0,11.7,11.96,0.0,23499.32,2022/04/29 05:11:56,2022/04/28 18:05:01,2385.06,2415.01,2406.41,2359.39,2400.79,2368.74,2420.72,2449.92,2411.6,2436.31,14887.17,23496.51,0.0,24053.95,0.0,2022-04-29 10:40:00,2022,4,29,10,4,Friday,106,682,2022-04-29,38.344375,139176.32945661558,62.90293783562533
2022-05-05 10:00:00,9612,703,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,28.8,51.5,0.7,,3.596,1214.9,Online,1020C0058922/INVT_08,Grid connected,398.1,392.6,394.7,231.8,226.3,226.2,160.282,161.076,160.613,97.72,51.4,1.0,50.04,109.652,-0.094,114.87,112.211,726.9,726.9,726.4,726.4,726.0,726.0,726.8,726.8,725.9,725.9,726.3,726.3,726.6,726.6,726.5,726.5,725.9,725.9,726.4,726.4,15.06,0.0,0.0,15.24,15.03,0.0,0.0,15.01,15.15,0.0,0.0,15.21,15.24,0.0,15.48,0.0,0.0,15.43,15.49,0.0,25560.31,2022/05/05 05:09:21,2022/05/04 17:58:07,2595.55,2625.34,2618.47,2566.56,2610.53,2576.95,2633.77,2663.59,2622.8,2649.33,1400.07,25557.43,0.0,26162.89,0.0,2022-05-05 10:00:00,2022,5,5,10,3,Thursday,82,106,2022-05-05,36.393125,173598.66487394736,64.63816993147852
2022-05-06 12:10:00,9800,891,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,30.0,48.0,1.9,,13.01,1252.2,Online,1020C0058922/INVT_08,Grid connected,403.1,398.2,399.5,234.7,229.7,229.6,154.23,154.97,154.63,97.76,65.9,1.0,50.0,107.079,-0.705,380.36,109.544,734.7,734.7,734.2,734.2,733.9,733.9,734.2,734.2,733.7,733.7,733.5,733.5,733.9,733.9,734.7,734.7,733.5,733.5,733.7,733.7,13.72,0.0,0.0,15.1,14.29,0.0,0.0,13.95,15.15,0.0,0.0,14.28,14.42,0.0,15.56,0.0,0.0,14.73,15.31,0.0,26310.63,2022/05/06 05:06:30,2022/05/05 18:02:58,2671.91,2702.35,2695.31,2642.08,2686.98,2652.43,2710.99,2741.68,2699.65,2726.65,2150.49,26307.85,0.0,26930.03,0.0,2022-05-06 12:10:00,2022,5,6,12,4,Friday,108,132,2022-05-06,37.82625,177712.23250069,61.64122663845026
2022-05-07 11:25:00,9955,1046,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,28.8,45.2,3.9,,11.713,988.2,Online,1020C0058922/INVT_08,Grid connected,407.8,403.9,404.0,236.9,233.0,232.0,152.081,152.912,152.502,98.13,68.7,1.0,50.04,106.89,1.753,348.36,108.982,652.8,652.8,665.1,665.1,653.9,653.9,659.8,659.8,654.8,654.8,658.6,658.6,647.7,647.7,665.6,665.6,653.6,653.6,662.7,662.7,16.4,0.0,0.0,16.68,16.6,0.0,0.0,16.29,16.59,0.0,0.0,16.26,16.81,0.0,16.55,0.0,0.0,16.45,16.45,0.0,26939.52,2022/05/07 05:05:28,2022/05/06 18:11:19,2735.77,2767.04,2759.61,2705.27,2751.1,2715.68,2775.72,2807.2,2764.12,2791.57,2779.48,26936.84,0.0,27573.08,0.0,2022-05-07 11:25:00,2022,5,7,11,5,Saturday,131,155,2022-05-07,34.97625,142154.17085091767,76.6646517282236
2022-05-09 12:35:00,10295,1386,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.8,50.3,3.4,,8.468,1268.1,Online,1020C0058922/INVT_08,Grid connected,395.6,392.2,393.0,230.1,226.2,225.3,143.295,143.862,143.611,97.31,59.4,1.0,50.05,97.794,-1.357,266.89,100.498,740.3,740.3,740.0,740.0,739.6,739.6,740.0,740.0,738.9,738.9,739.4,739.4,739.7,739.7,740.1,740.1,739.3,739.3,739.5,739.5,12.63,0.0,0.0,13.44,13.06,0.0,0.0,12.81,13.49,0.0,0.0,12.97,13.09,0.0,13.67,0.0,0.0,13.33,13.76,0.0,27895.45,2022/05/09 05:08:07,2022/05/08 18:02:35,2833.04,2864.67,2857.67,2801.32,2848.64,2811.95,2874.55,2906.7,2862.43,2890.35,3735.3,27892.66,0.0,28551.32,0.0,2022-05-09 12:35:00,2022,5,9,12,0,Monday,12,204,2022-05-09,40.725624999999994,177476.8457940693,56.62597819470506
2022-05-10 11:25:00,10443,1534,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,33.8,53.7,2.6,,10.482,1196.4,Online,1020C0058922/INVT_08,Grid connected,406.5,402.2,403.8,236.3,232.0,231.4,154.191,154.764,154.487,98.09,70.2,1.0,49.99,108.016,5.313,303.06,110.153,699.7,699.7,699.2,699.2,698.8,698.8,699.2,699.2,698.2,698.2,698.4,698.4,698.8,698.8,699.2,699.2,698.5,698.5,698.8,698.8,14.73,0.0,0.0,16.08,15.26,0.0,0.0,14.92,16.06,0.0,0.0,15.2,15.36,0.0,16.51,0.0,0.0,15.55,16.21,0.0,28416.12,2022/05/10 05:05:15,2022/05/09 17:52:50,2885.94,2917.7,2911.06,2853.83,2901.55,2864.5,2928.44,2960.85,2916.27,2944.3,4255.98,28413.34,0.0,29084.44,0.0,2022-05-10 11:25:00,2022,5,10,11,1,Tuesday,35,227,2022-05-10,41.277499999999996,166994.57799963298,65.96202183297358
2022-05-11 11:40:00,10609,1700,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.1,53.3,2.0,,9.101,1071.8,Online,1020C0058922/INVT_08,Grid connected,408.9,405.2,406.6,237.1,233.6,233.4,117.959,118.386,118.235,97.6,57.5,1.0,49.99,83.242,0.678,276.89,85.289,747.4,747.4,747.2,747.2,746.8,746.8,747.2,747.2,746.2,746.2,746.5,746.5,746.9,746.9,747.3,747.3,746.5,746.5,746.7,746.7,10.55,0.0,0.0,11.64,10.93,0.0,0.0,10.62,11.6,0.0,0.0,10.87,10.92,0.0,11.76,0.0,0.0,10.9,11.27,0.0,28953.23,2022/05/11 05:04:10,2022/05/10 18:08:40,2940.22,2972.87,2965.92,2907.6,2956.4,2918.45,2983.65,3016.97,2971.29,2999.84,4792.92,28950.28,0.0,29633.21,0.0,2022-05-11 11:40:00,2022,5,11,11,2,Wednesday,59,251,2022-05-11,38.79875,151403.41777726068,56.33228182832315
2022-05-12 11:50:00,10775,1866,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,35.6,56.0,2.2,,14.513,1076.6,Online,1020C0058922/INVT_08,Grid connected,402.0,397.5,399.3,232.8,229.4,228.8,108.69,109.159,108.927,98.03,72.4,0.996,50.14,75.139,2.122,394.1,76.642,730.9,730.9,730.6,730.6,730.2,730.2,730.7,730.7,729.6,729.6,729.9,729.9,730.3,730.3,730.5,730.5,729.8,729.8,730.0,730.0,9.55,0.0,0.0,11.14,10.06,0.0,0.0,9.63,11.06,0.0,0.0,9.91,9.94,0.0,11.43,0.0,0.0,10.19,11.03,0.0,29699.09,2022/05/12 04:59:28,2022/05/11 18:09:04,3015.2,3049.19,3042.2,2982.09,3032.08,2993.73,3059.92,3094.55,3047.87,3076.47,5538.93,29696.29,0.0,30393.3,0.0,2022-05-12 11:50:00,2022,5,12,11,3,Thursday,83,275,2022-05-12,42.32875,149505.71604547754,51.26359180587221
2022-05-13 11:35:00,10935,2026,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,36.9,59.3,0.9,,9.173,1229.3,Online,1020C0058922/INVT_08,Grid connected,405.8,399.8,402.3,235.9,231.6,230.4,155.254,155.893,155.666,98.08,64.3,1.0,50.12,108.372,2.003,281.41,110.449,683.4,683.4,683.0,683.0,682.5,682.5,682.9,682.9,682.0,682.0,682.2,682.2,682.6,682.6,683.0,683.0,682.3,682.3,682.5,682.5,15.75,0.0,0.0,16.01,16.01,0.0,0.0,15.76,15.88,0.0,0.0,16.15,15.94,0.0,16.08,0.0,0.0,16.47,15.91,0.0,30280.16,2022/05/13 05:01:36,2022/05/12 18:04:21,3073.39,3109.05,3101.38,3039.91,3091.42,3052.19,3119.11,3155.22,3107.23,3136.35,6120.03,30277.39,0.0,30985.25,0.0,2022-05-13 11:35:00,2022,5,13,11,4,Friday,107,299,2022-05-13,44.583124999999995,168832.6445398096,65.41922049557002
2022-05-14 13:05:00,11116,2207,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,35.5,58.1,1.3,,12.029,1168.5,Online,1020C0058922/INVT_08,Grid connected,396.2,391.0,393.6,229.9,225.5,225.5,152.641,153.375,153.111,98.13,64.0,1.0,49.91,104.206,-1.357,366.75,106.203,701.4,701.4,700.9,700.9,700.6,700.6,701.0,701.0,700.6,700.6,700.3,700.3,700.7,700.7,701.0,701.0,700.3,700.3,700.4,700.4,14.09,0.0,0.0,15.43,14.66,0.0,0.0,14.32,15.28,0.0,0.0,14.74,14.68,0.0,15.85,0.0,0.0,15.06,15.64,0.0,31003.04,2022/05/14 05:05:31,2022/05/13 18:06:03,3146.67,3182.59,3175.51,3112.7,3164.55,3125.51,3193.42,3229.84,3181.67,3210.21,6842.9,31000.26,0.0,31722.67,0.0,2022-05-14 13:05:00,2022,5,14,13,5,Saturday,133,325,2022-05-14,42.803125,161892.03502519385,65.60112730899488
2022-05-16 09:50:00,11393,2484,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.2,53.8,2.6,,5.335,1060.5,Online,1020C0058922/INVT_08,Grid connected,392.3,388.6,390.6,228.3,224.4,223.8,124.298,124.671,124.537,98.04,56.1,1.0,50.02,83.6,6.688,154.0,85.202,734.3,734.3,734.1,734.1,733.6,733.6,734.1,734.1,733.0,733.0,733.3,733.3,733.8,733.8,734.1,734.1,733.4,733.4,733.6,733.6,11.42,0.0,0.0,12.48,11.85,0.0,0.0,11.62,12.51,0.0,0.0,11.82,11.94,0.0,12.75,0.0,0.0,12.15,12.55,0.0,31592.3,2022/05/16 05:09:40,2022/05/15 18:00:42,3204.86,3244.75,3235.41,3170.66,3226.33,3184.09,3252.77,3293.13,3241.18,3272.4,7432.14,31589.5,0.0,32325.58,0.0,2022-05-16 09:50:00,2022,5,16,9,0,Monday,9,369,2022-05-16,38.828125,149786.0560879949,56.88246437969256
2022-05-17 10:50:00,11568,2659,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,31.6,48.5,4.1,,6.132,1060.7,Online,1020C0058922/INVT_08,Grid connected,401.0,396.8,398.1,233.2,228.1,228.2,158.358,159.067,158.923,98.06,56.8,0.999,50.0,109.278,-3.143,193.43,111.406,690.4,690.4,692.8,692.8,691.8,691.8,687.7,687.7,686.4,686.4,692.1,692.1,684.4,684.4,688.5,688.5,695.1,695.1,695.3,695.3,15.82,0.0,0.0,15.8,15.95,0.0,0.0,15.78,15.71,0.0,0.0,15.8,16.07,0.0,16.09,0.0,0.0,16.26,16.11,0.0,32148.99,2022/05/17 05:12:40,2022/05/16 18:10:41,3261.61,3301.39,3292.6,3226.89,3282.78,3240.33,3310.31,3350.69,3298.42,3329.62,7988.85,32146.21,0.0,32894.64,0.0,2022-05-17 10:50:00,2022,5,17,10,1,Tuesday,34,394,2022-05-17,38.229375000000005,150244.74504867828,74.14968155052958
2022-05-18 12:20:00,11749,2840,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.8,56.8,0.6,,11.992,1239.7,Online,1020C0058922/INVT_08,Grid connected,397.1,392.4,394.8,231.4,227.3,226.7,145.66,146.307,145.798,98.25,72.2,0.999,49.9,99.575,-1.416,357.09,101.39,609.8,609.8,632.6,632.6,619.4,619.4,622.3,622.3,622.9,622.9,603.4,603.4,604.3,604.3,616.8,616.8,625.7,625.7,627.3,627.3,17.06,0.0,0.0,16.28,15.24,0.0,0.0,14.76,14.89,0.0,0.0,15.64,16.83,0.0,17.72,0.0,0.0,17.42,17.43,0.0,32663.7,2022/05/18 05:04:04,2022/05/17 17:59:29,3313.88,3354.04,3345.45,3278.66,3335.21,3292.17,3363.34,3404.31,3351.16,3382.76,8503.56,32660.92,0.0,33420.98,0.0,2022-05-18 12:20:00,2022,5,18,12,2,Wednesday,60,420,2022-05-18,40.548125,173651.26447048615,58.38713602758262
2022-05-19 11:35:00,11905,2996,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,33.1,57.4,0.7,,8.885,1222.5,Online,1020C0058922/INVT_08,Grid connected,403.4,399.2,399.4,234.1,229.7,229.7,159.29,159.959,159.741,98.17,67.3,1.0,49.98,110.0,2.876,275.43,112.096,687.7,687.7,687.2,687.2,686.8,686.8,687.3,687.3,686.3,686.3,686.7,686.7,686.9,686.9,687.2,687.2,686.6,686.6,686.6,686.6,15.47,0.0,0.0,16.86,15.92,0.0,0.0,15.71,16.77,0.0,0.0,15.97,16.18,0.0,17.15,0.0,0.0,16.49,16.71,0.0,33227.56,2022/05/19 05:06:22,2022/05/18 18:13:47,3370.65,3412.18,3402.94,3335.14,3392.94,3348.75,3421.09,3463.38,3408.76,3441.01,9067.43,33224.79,0.0,33996.84,0.0,2022-05-19 11:35:00,2022,5,19,11,3,Thursday,83,443,2022-05-19,40.740625,171082.47261399045,65.52161556193994
2022-05-20 12:20:00,12080,3171,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,30.0,48.6,3.6,,15.981,1186.8,Online,1020C0058922/INVT_08,Grid connected,391.2,386.9,387.9,228.1,223.7,222.6,148.957,149.625,149.46,97.81,70.0,0.996,49.98,100.351,2.682,449.78,102.619,730.7,730.7,729.5,729.5,729.2,729.2,729.6,729.6,729.2,729.2,729.5,729.5,729.2,729.2,729.5,729.5,728.8,728.8,729.0,729.0,12.95,0.0,0.0,14.6,13.59,0.0,0.0,13.18,14.33,0.0,0.0,13.47,13.42,0.0,14.97,0.0,0.0,13.81,14.58,0.0,33975.1,2022/05/20 05:02:09,2022/05/19 18:16:23,3446.32,3488.94,3479.27,3410.23,3468.97,3423.69,3497.91,3541.19,3485.45,3518.2,9814.95,33972.31,0.0,34760.17,0.0,2022-05-20 12:20:00,2022,5,20,12,4,Friday,108,468,2022-05-20,37.417500000000004,168759.44800228282,60.80785473925695
2022-05-21 13:00:00,12252,3343,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,31.0,48.3,2.5,,13.833,1054.1,Online,1020C0058922/INVT_08,Grid connected,393.6,389.6,390.7,228.5,223.7,224.7,151.715,152.495,152.178,98.08,72.9,1.0,50.1,102.932,1.434,420.06,104.915,704.4,704.4,703.9,703.9,704.4,704.4,704.8,704.8,703.8,703.8,703.1,703.1,704.4,704.4,704.7,704.7,704.1,704.1,703.3,703.3,14.29,0.0,0.0,15.25,14.63,0.0,0.0,14.4,14.99,0.0,0.0,14.44,14.52,0.0,15.45,0.0,0.0,14.86,15.15,0.0,34641.21,2022/05/21 05:03:59,2022/05/20 18:11:50,3513.63,3557.18,3547.27,3477.13,3536.91,3490.64,3566.44,3610.58,3553.82,3587.05,10481.06,34638.42,0.0,35440.65,0.0,2022-05-21 13:00:00,2022,5,21,13,5,Saturday,133,493,2022-05-21,37.588125,149768.00179287881,70.05167909303609
2022-05-22 13:55:00,12426,3517,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,33.1,49.3,2.2,,15.315,936.6,Online,1020C0058922/INVT_08,Grid connected,399.6,395.4,396.5,232.0,227.5,227.2,150.718,151.423,151.015,98.19,66.1,1.0,50.18,103.719,0.602,465.9,105.706,644.9,644.9,664.8,664.8,643.4,643.4,647.4,647.4,665.9,665.9,641.0,641.0,643.4,643.4,660.2,660.2,642.6,642.6,661.0,661.0,16.06,0.0,0.0,16.05,16.07,0.0,0.0,15.84,16.01,0.0,0.0,16.28,16.42,0.0,16.16,0.0,0.0,16.49,16.14,0.0,35240.84,2022/05/22 05:08:27,2022/05/21 18:01:27,3574.55,3618.53,3608.68,3537.45,3597.99,3551.02,3628.23,3672.95,3615.39,3648.91,11080.7,35238.06,0.0,36053.7,0.0,2022-05-22 13:55:00,2022,5,22,13,6,Sunday,157,517,2022-05-22,38.95375,132206.5536608383,79.95518911352714
2022-05-23 11:55:00,12567,3658,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,33.5,55.5,3.1,,10.913,1343.8,Online,1020C0058922/INVT_08,Grid connected,405.7,401.2,402.6,235.8,230.8,231.5,151.719,152.445,152.076,98.07,64.4,1.0,50.2,106.074,-0.485,323.31,108.172,712.8,712.8,712.1,712.1,712.0,712.0,712.1,712.1,711.1,711.1,711.3,711.3,711.8,711.8,712.1,712.1,711.7,711.7,711.5,711.5,14.09,0.0,0.0,15.5,14.68,0.0,0.0,14.18,15.43,0.0,0.0,14.49,14.63,0.0,16.0,0.0,0.0,15.12,15.71,0.0,35751.93,2022/05/23 04:59:06,2022/05/22 18:10:18,3626.32,3670.69,3661.02,3588.82,3649.77,3602.59,3680.82,3725.92,3668.08,3701.51,11591.79,35749.15,0.0,36575.54,0.0,2022-05-23 11:55:00,2022,5,23,11,0,Monday,11,539,2022-05-23,41.89875,187002.98388266176,57.84506629470382
2022-05-24 13:35:00,12750,3841,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.1,49.6,2.6,,14.181,1083.4,Online,1020C0058922/INVT_08,Grid connected,396.2,391.9,395.1,230.5,225.8,226.4,149.771,150.442,150.08,97.79,60.6,1.0,50.17,102.24,-1.581,422.82,104.551,728.4,728.4,727.9,727.9,727.6,727.6,727.9,727.9,726.9,726.9,727.3,727.3,727.7,727.7,728.0,728.0,727.3,727.3,727.5,727.5,13.68,0.0,0.0,14.59,13.93,0.0,0.0,13.69,14.65,0.0,0.0,13.86,14.11,0.0,14.93,0.0,0.0,14.26,14.64,0.0,36450.37,2022/05/24 05:04:20,2022/05/23 18:06:14,3696.96,3742.09,3732.42,3659.02,3720.71,3672.94,3752.72,3798.45,3739.94,3773.55,12290.23,36447.59,0.0,37288.8,0.0,2022-05-24 13:35:00,2022,5,24,13,1,Tuesday,37,565,2022-05-24,38.87125,152988.80845855604,68.33898574242598
2022-05-25 12:05:00,12896,3987,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.3,49.9,4.1,,12.699,981.5,Online,1020C0058922/INVT_08,Grid connected,402.7,399.0,400.0,234.4,231.1,229.9,133.89,134.425,134.371,98.25,59.9,1.0,50.11,92.847,-2.812,354.0,94.559,699.1,699.1,704.7,704.7,703.3,703.3,702.7,702.7,703.7,703.7,704.1,704.1,703.8,703.8,704.7,704.7,704.1,704.1,704.3,704.3,12.96,0.0,0.0,13.67,13.03,0.0,0.0,12.89,13.61,0.0,0.0,12.98,13.16,0.0,14.0,0.0,0.0,13.37,13.81,0.0,36980.21,2022/05/25 05:02:47,2022/05/24 18:11:18,3750.4,3796.57,3786.6,3712.02,3774.79,3726.24,3807.13,3853.86,3794.29,3828.34,12820.05,36977.41,0.0,37830.24,0.0,2022-05-25 12:05:00,2022,5,25,12,2,Wednesday,60,588,2022-05-25,38.434374999999996,138889.94946584257,68.0819601156634
